date,Keywords(top 3),Paper Name,Paper Country,Country,Title/Topic,Summary,News,Link
28/4/2020,technology;health;policy,Guardian,UK,china, Trump's judges: a revolution to create a new conservative America, The president’s judicial appointments have been a quieter project than most of his flamboyant presidency  but will have longer-lasting impacts on healthcare  voting rights  criminal justice and the climateby Tom McCarthy in New York, president’s judicial appointments quieter project flamboyant presidency  longer lasting impacts healthcare  voting rights  criminal justice climateby tom mccarthy new york,https://www.theguardian.com/us-news/2020/apr/28/donald-trump-judges-create-new-conservative-america-republicans
28/4/2020,corona;policy;crisis,Guardian,UK,, UK retail suffering from collapse in consumer spending  says CBI, Two-thirds of firms say Covid-19 lockdown hit sales in worst month since financial crisis, two thirds firms say covid 19 lockdown hit sales worst month since financial crisis,https://www.theguardian.com/business/2020/apr/28/cbi-report-reveals-uk-retailers-hit-by-covid-19-consumer-spending-collapse
29/4/2020,corona;policy,Guardian,UK,, Extend coronavirus wage subsidies or risk delayed redundancies  firms warn, Employers say furlough scheme could become ‘waiting room for redundancies’ if it ends in June, employers say furlough scheme could become ‘waiting room redundancies’ ends june,https://www.theguardian.com/business/2020/apr/29/extend-coronavirus-wage-subsidies-or-risk-delayed-redundancies-firms-warn
28/4/2020,policy;corona;health,Guardian,UK,, UK consumers choosing big weekly shops during lockdown, Convenience stores also get big boost as Britons spend £524m more on groceries this month, convenience stores also get big boost britons spend £524m groceries month,https://www.theguardian.com/business/2020/apr/28/uk-consumers-big-weekly-shops-lockdown-stores
28/4/2020,crisis;corona,Guardian,UK,, Thinktank predicts £800bn hit to economy in UK over next 10 years, NIESR also says impact of coronavirus will lead to spike in unemployment to above 10%, niesr also says impact coronavirus lead spike unemployment 10 ,https://www.theguardian.com/business/2020/apr/28/thinktank-predicts-800bn-hit-to-economy-in-uk-over-next-10-years
28/4/2020,crisis;corona,Guardian,UK,, BP plunges into first-quarter loss after oil price collapse, ‘Exceptionally challenging market’ blamed for loss but oil giant vows to still pay increased dividend, ‘exceptionally challenging market’ blamed loss oil giant vows still pay increased dividend,https://www.theguardian.com/business/2020/apr/28/bp-plunges-into-first-quarter-loss-after-oil-price-collapse
28/4/2020,policy;corona;crisis,Guardian,UK,, FCA warns banks not to put pressure on clients during Covid-19 crisis, Regulator says some lenders are using loan negotiations to secure extra services, regulator says lenders using loan negotiations secure extra services,https://www.theguardian.com/business/2020/apr/28/fca-banks-covid-19-crisis
28/4/2020,corona;policy;crisis,Guardian,UK,china, HSBC could have to put aside £8.8bn to cover bad debts in coronavirus crisis, Bank’s profits halve as it says outlook for world economies has worsened in past two months, bank’s profits halve says outlook world economies worsened past two months,https://www.theguardian.com/business/2020/apr/28/hsbc-profit-coronavirus-outbreak-world-economies
28/4/2020,technology;health;corona;policy,Guardian,UK,france, Executive pay capped at private hospitals during NHS takeover, Government limits pay in return for state support as sector struggles for revenue during coronavirus crisis, government limits pay return state support sector struggles revenue coronavirus crisis,https://www.theguardian.com/business/2020/apr/28/executive-pay-capped-at-private-hospitals-during-nhs-coronavirus-takeover
28/4/2020,crisis;corona;health,Guardian,UK,austria;germany;spain;romania;slovakia, Ford set to restart main European car factories on Monday 4 May, Production will begin slowly with UK plants remaining shut until later in the spring, production begin slowly uk plants remaining shut later spring,https://www.theguardian.com/business/2020/apr/28/ford-set-to-restart-main-european-car-factories-on-monday-4-may
28/4/2020,policy;health;corona,Guardian,UK,netherlands, Butterflywatch: continental visitors boost springtime boom, Dry  sunny spell lifts numbers but lockdown gardening and farm chemicals will keep wings clipped, dry  sunny spell lifts numbers lockdown gardening farm chemicals keep wings clipped,https://www.theguardian.com/environment/2020/apr/28/butterflywatch-continental-visitors-boost-springtime-boom
27/4/2020,corona;health;crisis,Guardian,UK,, Families of health staff who die of coronavirus to get £60 000 payouts, Matt Hancock says he feels ‘deep sense of duty’ to those infected while at work, matt hancock says feels ‘deep sense duty’ infected work,https://www.theguardian.com/world/2020/apr/27/families-health-staff-die-coronavirus-get-60000-payouts-matt-hancock
27/4/2020,policy;corona,Guardian,UK,, Ministers meet unions and business to plan getting UK back to work, Talks aimed at bringing in practices that reassure employees it is safe to leave lockdown, talks aimed bringing practices reassure employees safe leave lockdown,https://www.theguardian.com/world/2020/apr/27/ministers-meet-unions-and-business-to-plan-getting-uk-back-to-work
27/4/2020,health;corona;policy,Guardian,UK,, Grieving NHS families say £60 000 cannot make up for loss, Relatives of staff who died of virus welcome new payouts but warn focus must be on PPE, relatives staff died virus welcome new payouts warn focus must ppe,https://www.theguardian.com/world/2020/apr/27/families-of-nhs-and-care-staff-who-died-from-covid-19-to-get-60000
27/4/2020,education;policy;crisis,Guardian,UK,, Schools shutdown likely to widen attainment gap  says Ofsted chief, MPs hear that it is in children’s interests to return to school as soon as possible, mps hear children’s interests return school soon possible,https://www.theguardian.com/education/2020/apr/27/schools-shutdown-likely-to-widen-attainment-gap-says-ofsted-chief
27/4/2020,corona;health,Guardian,UK,, At least 12 UK children have needed intensive care due to illness linked to Covid-19, Patients may have new type of toxic shock syndrome  which causes pain and inflammation, patients may new type toxic shock syndrome  causes pain inflammation,https://www.theguardian.com/world/2020/apr/27/nhs-warns-of-rise-in-children-with-new-illness-that-may-be-linked-to-coronavirus
28/4/2020,corona;policy,Guardian,UK,, The films that made us: BFI to archive best coronavirus videos, From Joe Wicks’s PE to Boris Johnson’s video tweets  BFI is accepting recommendations, joe wicks’s pe boris johnson’s video tweets  bfi accepting recommendations,https://www.theguardian.com/film/2020/apr/28/the-films-that-made-us-bfi-to-archive-best-coronavirus-videos
27/4/2020,policy;corona;technology,Guardian,UK,canada, Silence is golden for whales as lockdown reduces ocean noise, Curtailing of shipping due to coronavirus allows scientists to study effects of quieter oceans on marine wildlife, curtailing shipping due coronavirus allows scientists study effects quieter oceans marine wildlife,https://www.theguardian.com/environment/2020/apr/27/silence-is-golden-for-whales-as-lockdown-reduces-ocean-noise-coronavirus
27/4/2020,corona;policy;health,Guardian,UK,, Boris Johnson's post-coronavirus speech: what he said  and what it means, PM spoke of success and lockdown  shielding the NHS  transparency and freedom, pm spoke success lockdown  shielding nhs  transparency freedom,https://www.theguardian.com/politics/2020/apr/27/boris-johnsons-post-coronavirus-speech-what-he-said-what-it-means
27/4/2020,corona;crisis;policy,Guardian,UK,, A deflated Johnson struggles to muster his usual ebullience, A low-key speech on the PM’s first day back offered no apologies for the government’s coronavirus policies, low key speech pm’s first day back offered apologies government’s coronavirus policies,https://www.theguardian.com/politics/2020/apr/27/a-deflated-johnson-struggles-to-muster-his-usual-ebullience
27/4/2020,corona;policy,Guardian,UK,, Greggs to start reopening shops amid coronavirus lockdown, , ,https://www.theguardian.com/business/2020/apr/27/greggs-shops-coronavirus-lockdown-burger-king-kfc-stores
27/4/2020,policy;crisis,Guardian,UK,israel, Easing UK lockdown would require tough rules  says adviser, Economist says strict measures needed to avoid pubs and shops getting too busy, economist says strict measures needed avoid pubs shops getting busy,https://www.theguardian.com/world/2020/apr/27/coronavirus-easing-uk-lockdown-require-tough-enforcement-rules
27/4/2020,corona;crisis;technology;policy,Guardian,UK,, UK said to be studying Czech exit plan where shops now reopening, Country eases coronavirus measures after quick response helped it limit cases to 7 400, country eases coronavirus measures quick response helped limit cases 7 400,https://www.theguardian.com/world/2020/apr/27/czech-republic-shops-reopen-as-part-of-gradual-coronavirus-lockdown-exit
27/4/2020,corona;technology,Guardian,UK,, UK to name scientists on coronavirus advisory group Sage, Makeup of group to be made public after political advisers revealed to be in attendance, makeup group made public political advisers revealed attendance,https://www.theguardian.com/world/2020/apr/27/uk-to-name-scientific-advisers-on-emergency-coronavirus-group-sage
27/4/2020,corona;policy;technology,Guardian,UK,, Public to get question at daily UK coronavirus press conference, No 10 says move not attempt to replace journalists despite worsening relationship, 10 says move attempt replace journalists despite worsening relationship,https://www.theguardian.com/world/2020/apr/27/public-to-submit-questions-for-uk-covid-19-coronavirus-press-conference
27/4/2020,corona;technology,Guardian,UK,germany, Coronavirus tests: result of 100k-a-day pledge will not be revealed this week, UK government says data to be released next week on whether it hit its end-of-April target, uk government says data released next week whether hit end april target,https://www.theguardian.com/world/2020/apr/27/coronavirus-tests-result-100k-a-day-pledge-not-revealed-this-week
27/4/2020,corona;technology,Guardian,UK,, Care homes now UK's coronavirus frontline  sector leaders say, Operators say PM’s claim the virus has been ‘wrestled to the floor’ is premature, operators say pm’s claim virus ‘wrestled floor’ premature,https://www.theguardian.com/society/2020/apr/27/care-homes-now-uks-coronavirus-frontline-sector-leaders-say
27/4/2020,corona;policy;health,Guardian,UK,india;philippines, Essex GP  78  among latest NHS workers to die from coronavirus, Kamlesh Kumar Masson described as ‘honest  kind and generous man’, kamlesh kumar masson described ‘honest  kind generous man’,https://www.theguardian.com/society/2020/apr/27/essex-gp-78-among-latest-nhs-workers-to-die-from-coronavirus
